Marcas,Nombre,Precio normal,Descripción corta,Categorías,Valor(es) del atributo 5
,Adidas Forum Low Bad Bunny Blue Tint,2399,,,
Nike,Nike Air Force 1 Low Certified Fresh,,"Las zapatillas Nike Air Force 1 Low Certified Fresh vestido con un esquema de color verde esmalte y vela de dos tonos. Este Nike Air Force 1 Low viene construido con una base de lona verde combinada con cordones blancos, Swooshes y lengüetas en el talón.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Low Certified Fresh,918,,,
Nike,Nike Air Force 1 Low Little Accra,,Las zapatillas Nike Air Force 1 Low Little Accra es una combinación de colores especial del popular calzado de estilo de vida que celebra la rica cultura ghanesa de la ciudad de Nueva York.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Low Little Accra,999,,,
Nike,Nike Air Force 1 White Python,,Las zapatillas Nike Air Force 1 White Python combina el estilo fuera de la cancha del AF1 con un look inspirado en la piel de serpiente.,"Mujeres, Mujeres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 White Python,988,,,
Jordan,Air Jordan 1 Mid Taxi,,"Las zapatillas Air Jordan 1 Mid Taxi es una combinación de colores que hace un guiño a los taxis de la ciudad de Nueva York con su apariencia en negro, blanco y amarillo.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Mid Taxi,959,,,
Nike,Nike Zoom Cortez SP sacai White,,"Las zapatillas Nike Zoom Cortez SP sacai White es una colaboración entre la marca de alta costura de Chitose Abe y Nike que rinde homenaje al 50 aniversario de las zapatillas de running retro. Al más puro estilo Sacai, la popular marca de ropa con sede en Japón recontextualiza el diseño de Cortez en la celebración de su 50 cumpleaños, y decir que el aspecto es diferente a todo lo que se haya visto antes en las zapatillas vintage para correr sería quedarse corto.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",
,Nike Zoom Cortez SP sacai White,1399,,,
Jordan,Air Jordan 1 Retro High OG Taxi,,"Las zapatillas Air Jordan 1 Retro High OG Taxi es un lanzamiento de agosto de 2022 del primer zapato exclusivo de Michael Jordan en una combinación de colores inspirada en el icónico ""Black Toe"" Jordan 1 de 1985.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Retro High OG Taxi,1399,,,
Jordan,Air Jordan 5 Retro Low Expression,,Las zapatillas Air Jordan 5 Retro Low Expression transforma la silueta clásica con un estampado abstracto marrón y tostado en toda la parte superior de gamuza.,"Mujeres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 5"
,Air Jordan 5 Retro Low Expression,1099,,,
Jordan,Air Jordan 2 Retro J Balvin,,"Las zapatillas Air Jordan 2 Retro J Balvin ofrece la versión caprichosa del cantante colombiano de reggaeton en la silueta heredada, con una parte superior antidesgarro azul claro con costuras multicolores en contraste.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 2"
,Air Jordan 2 Retro J Balvin,1960,,,
Jordan,Air Jordan 1 High OG Denim,,Las zapatillas Air Jordan 1 High OG Denim actualiza la silueta icónica con un cambio de imagen de material inspirado en el mundo de la ropa casual.,"Mujeres, Hombres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 High OG Denim,2099,,,
Nike,Nike Air Force 1 Low Off-White Brooklyn,,Las zapatillas Nike Air Force 1 Low Off-White Brooklyn presenta el mismo bloque de color y detalles que se vieron por primera vez en la iteración 'MCA' de 2019 y la versión 'Lemonade' de 2021.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas > Off-White, Zapatillas > Off-White, Hombres > Zapatillas, Zapatillas","Nike Air Force 1, Off-White"
,Nike Air Force 1 Low Off-White Brooklyn,9380,,,
Jordan,Air Jordan 5 Retro Low PSG 2022,,Las zapatillas Air Jordan 5 Retro Low PSG 2022 continúa la asociación creativa entre Jordan Brand y el club de fútbol profesional. Esta combinación de colores de edición especial del Air Jordan 5 cuenta con una parte superior de cuero gris pálido con malla de panel de cuarto translúcido y cierres de encaje carmesí brillante.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 5"
,Air Jordan 5 Retro Low PSG 2022,1299,,,
Nike Sb,Nike Sb Dunk Low Los Angeles Dodgers,,Las zapatillas Nike Sb Dunk Low Los Angeles Dodgers presenta colores y detalles que rinden homenaje a la histórica franquicia de la MLB.,"Hombres, Hombres > Zapatillas > Nike Sb, Zapatillas > Nike Sb, Novedades, Hombres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike Sb Dunk Low Los Angeles Dodgers,1799,,,
Nike,Nike Air Deldon Lyme,,"Las zapatillas Nike Air Deldon Lyme presenta FlyEase en la parte superior, que es la tecnología de Nike que permite a los atletas de todas las capacidades usar sus zapatillas.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",
,Nike Air Deldon Lyme,1099,,,
Jordan,Air Jordan 1 Mid Multi Color 2022,,Las zapatillas Air Jordan 1 Mid Multi Color 2022 viene confeccionada con el diseño de cuero habitual con lengüetas de nailon. Toda la parte superior está vestida con varios colores diferentes con llamativas etiquetas rojas Jumpman en la lengüeta.,"Mujeres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Mid Multi Color 2022,1099,,,
Nike,Nike Air Force 1 Low SP x Undercover,,"Las zapatillas Nike Air Force 1 Low SP x Undercover desmiente el acabado prístino del calzado con una construcción utilitaria diseñada para soportar los elementos. Una membrana impermeable GORE-TEX recubre la parte superior de cuero blanco, actualizada con un puño de neopreno, correas de bloqueo y una jaula de talón exoesquelética.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Low SP x Undercover,1070,,,
Jordan,Air Jordan 1 High Stash,,Las zapatillas Air Jordan 1 High Stash presenta una malla antidesgarro blanca con superposiciones de lona y detalles negros en todas partes.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 High Stash,1180,,,
Jordan,Air Jordan 1 Utility Neutral Olive,,"Las zapatillas Air Jordan 1 Utility Neutral Olive es una nueva combinación de colores equipada para la temporada de otoño.\nVestido con un esquema de color oliva neu","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Utility Neutral Olive,1299,,,
Jordan,Air Jordan 3 Archaeo Brown,,Las zapatillas Air Jordan 3 Archaeo Brown actualiza el diseño original de 1988 de Tinker Hatfield con una construcción renovada que ofrece protección contra los elementos.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 3"
,Air Jordan 3 Archaeo Brown,1299,,,
Nike,Nike Air Max Scorpion Lemon Wash,,Las zapatillas Nike Air Max Scorpion Lemon Wash presenta un nuevo modelo disruptivo diseñado con la ayuda del software de diseño VR y herramientas de simulación en tiempo real.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Max
,Nike Air Max Scorpion Lemon Wash,1690,,,
Nike,Nike Air Force 1 Low La Familia,,"Las zapatillas Nike Air Force 1 Low La Familia luce una parte superior terrosa de color arcilla construida con una base textil de lona, superposiciones de gamuza y tacones de cuero agrietado.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Low La Familia,999,,,
Nike,Nike Air Max Scorpion Black Purple,,Las zapatillas Nike Air Max Scorpion Black Purple presenta un nuevo modelo disruptivo diseñado con la ayuda del software de diseño VR y herramientas de simulación en tiempo real.,"Mujeres, Mujeres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas",Nike Air Max
,Nike Air Max Scorpion Black Purple,1870,,,
Bape,iPad Pro 2022,,"El iPad Pro 2022 de Apple ofrece un rendimiento potenciado por el chip M2 de 8 núcleos de Apple con una GPU de 10 núcleos y un motor neuronal de 16 núcleos, una pantalla Liquid Retina XDR, Wi-Fi 6E (802.11ax), un Cámara ultraancha de 12 MP con Center Stage y conectividad Thunderbolt de 40 Gb/s Todo esto ayuda a brindar un rendimiento y capacidades avanzados a su iPad Pro, para que pueda crear diseños 3D fotorrealistas, construir modelos AR complejos, jugar juegos con gráficos con calidad de consola a altas velocidades de cuadro y más, todo mientras disfruta de la duración de la batería durante todo el día.","Tecnología > Apple, Novedades, Tecnología > Apple > Tablets Apple, Tecnología","Wi-Fi, Wi-Fi + Cellular"
,iPad Pro 2022,4380,,,
,iPad Pro 2022,5590,,,
,iPad Pro 2022,5599,,,
,iPad Pro 2022,6599,,,
,iPad Pro 2022,4780,,,
,iPad Pro 2022,5690,,,
,iPad Pro 2022,6180,,,
,iPad Pro 2022,7099,,,
,iPad Pro 2022,5699,,,
,iPad Pro 2022,7099,,,
,iPad Pro 2022,7299,,,
,iPad Pro 2022,8599,,,
,iPad Pro 2022,7380,,,
,iPad Pro 2022,8220,,,
,iPad Pro 2022,8590,,,
,iPad Pro 2022,9499,,,
,iPad Pro 2022,9999,,,
,iPad Pro 2022,10999,,,
,iPad Pro 2022,11199,,,
,iPad Pro 2022,12499,,,
,iPad Pro 2022,4380,,,
,iPad Pro 2022,5590,,,
,iPad Pro 2022,5599,,,
,iPad Pro 2022,6599,,,
,iPad Pro 2022,4780,,,
,iPad Pro 2022,5690,,,
,iPad Pro 2022,6180,,,
,iPad Pro 2022,7099,,,
,iPad Pro 2022,5699,,,
,iPad Pro 2022,7099,,,
,iPad Pro 2022,7299,,,
,iPad Pro 2022,8599,,,
,iPad Pro 2022,7380,,,
,iPad Pro 2022,8220,,,
,iPad Pro 2022,8590,,,
,iPad Pro 2022,9499,,,
,iPad Pro 2022,9999,,,
,iPad Pro 2022,10999,,,
,iPad Pro 2022,11199,,,
,iPad Pro 2022,12499,,,
Jordan,Air Jordan 2 Retro Low Two 18,,"Las zapatillas Air Jordan 2 Retro Low Two 18 con distintos tonos marrones en la silueta de la parte superior baja. Nubuck tostado sirve como base para la parte superior, que presenta una gamuza marrón óxido en el lado lateral y una textura de reptil en el lado medio.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 2"
,Air Jordan 2 Retro Low Two 18,1569,,,
Nike Sb,Nike Dunk Low Magma Orange,,Las zapatillas Nike Dunk Low Magma Orange renueva el clásico calzado de básquetbol con un aspecto desteñido por el sol. La parte superior de cuero suave presenta superposiciones de color naranja sólido y un Swoosh característico a juego.,"Mujeres, Mujeres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike Dunk Low Magma Orange,1140,,,
Nike Sb,Nike Dunk Low Argon 2022,,Las zapatillas Nike Dunk Low Magma Orange renueva el clásico calzado de básquetbol con un aspecto desteñido por el sol. La parte superior de cuero suave presenta superposiciones de color naranja sólido y un Swoosh característico a juego.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike Dunk Low Argon 2022,1045,,,
Nike,Nike Air Force 1 Low Join Forces,,"Las zapatillas Nike Air Force 1 Low Join Forces viene confeccionada en cuero con lengüetas y forro de malla. Algunos de los detalles clave incluyen ojales dorados en la parte superior y dubraes de encaje, Jewel Swoosh en el lateral, doble marca en el talón y una etiqueta de lengua de honor para la ocasión.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Low Join Forces,999,,,
,Nike Air Force 1 Low Join Forces,999,,,
Nike,Nike Air Force 1 Low White Metallic,,Las zapatillas Nike Air Force 1 Low White Metallic presenta una parte superior de cuero blanco combinada con la marca tonal a juego.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Low White Metallic,999,,,
Nike,Nike Air Force 1 Low Somos Familia,,"Las zapatillas Nike Air Force 1 Low Somos Familia viene construida en una combinación de materiales de malla, gamuza y cuero. Los detalles bordados hacen referencia al tradicional pan de muerto que se hornea durante la festividad, cuya forma circular simboliza el inevitable ciclo de la vida y la muerte.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Low Somos Familia,999,,,
Nike,Nike x Ambush Air Adjust Force Black,,Las zapatillas Nike x Ambush Air Adjust Force Black ofrece la interpretación moderna de Yoon Ahn del clásico calzado de baloncesto. La parte superior está construida con nubuck negro con un mini-Swoosh blanco en contraste en la lengüeta y el antepié.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike x Ambush Air Adjust Force Black,1170,,,
Nike,Nike x Ambush Air Adjust Force White,,Las zapatillas Nike x Ambush Air Adjust Force White reúne las marcas asociadas en un zapato de baloncesto vintage lanzado originalmente en 1996.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike x Ambush Air Adjust Force White,1170,,,
Nike,Nike x Ambush Air Adjust Force Blue,,Las zapatillas Nike x Ambush Air Adjust Force Blue reúne las marcas asociadas en un zapato de baloncesto vintage lanzado originalmente en 1996.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike x Ambush Air Adjust Force Blue,1170,,,
Nike,Nike x Ambush Air Adjust Force Red,,Las zapatillas Nike x Ambush Air Adjust Force Blue reúne las marcas asociadas en un zapato de baloncesto vintage lanzado originalmente en 1996.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike x Ambush Air Adjust Force Red,1170,,,
Nike,Nike Air Force 1 High Billie Eilish Sequoia,,"Las zapatillas Nike Air Force 1 High Billie Eilish Sequoia le da a la silueta icónica un cambio de imagen tono sobre tono. La cantante que encabeza las listas de éxitos viste la parte superior alta con una parte superior de nubuck sintético, hecha en parte con contenido reciclado y con un acabado monocromático en verde oscuro. ","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 High Billie Eilish Sequoia,1060,,,
Jordan,Air Jordan 2 Retro Low Titan,,"Las zapatillas Air Jordan 2 Retro Low Titan reúne al minorista con sede en Manila con Jordan Brand. Las zapatillas bajas se inspiran en el equipo del Campeonato Mundial FIBA de Filipinas de 1954 y presentan una paleta tropical diseñada en colaboración con Chi Loyzaga-Gibbs, una creativa multifacética que también es nieta del héroe del baloncesto filipino Carlos Loyzaga.","Mujeres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 2"
,Air Jordan 2 Retro Low Titan,1270,,,
Jordan,Air Jordan 2 Retro Low Shelflife,,Las zapatillas Air Jordan 2 Retro Low Shelflife aporta una estética refinada al calzado exclusivo de segundo año de Michael Jordan. El minorista sudafricano viste la parte superior baja en ante de color hueso con una capa superpuesta con textura de lagarto tonal en todo el cuello y la parte media del pie.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 2"
,Air Jordan 2 Retro Low Shelflife,1280,,,
Nike Sb,Nike Dunk High Somos Familia,,"Las zapatillas Nike Dunk High Somos Familia se toma de la colección Día de Muertos 2022, centrado en un tema de recuerdos y lazos familiares.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Dunk high
,Nike Dunk High Somos Familia,1150,,,
Nike Sb,Nike Dunk Low Halloween 2022,,"Las zapatillas Nike Dunk Low Halloween 2022 celebra Halloween con una estética envejecida, detalles únicos y un vibrante toque de color bajo los pies.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Zapatillas > Nike Sb, Novedades, Hombres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike Dunk Low Halloween 2022,1070,,,
Jordan,Air Jordan 1 Mid Olive Toe,,"Las zapatillas Air Jordan 1 Mid Olive Toe para mujer le da nueva vida a la silueta clásica con una construcción renovada. En lugar de la construcción de cuero tradicional, la parte superior está hecha con lona transpirable, con paneles laterales blancos con una capa superior negra en el antepié y un Swoosh bordado en negro a juego.","Mujeres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Mid Olive Toe,1080,,,
Jordan,Air Jordan 4 Black Canvas,,Las zapatillas Air Jordan 4 Black Canvas cuenta con un esquema de color neutral que recuerda el extremadamente raro Carhartt x Air Jordan 4 de Eminem.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 4"
,Air Jordan 4 Black Canvas,2170,,,
Jordan,Air Jordan 1 Zoom CMFT Somos Familia,,Las zapatillas Air Jordan 1 Zoom CMFT Somos Familia presenta acentos vibrantes inspirados en las velas tradicionales que se colocan en las ofrendas durante el feriado anual de dos días.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Zoom CMFT Somos Familia,1690,,,
Jordan,Air Jordan 1 Mid Cherrywood Red,,Las zapatillas Air Jordan 1 Mid Cherrywood Red viene confeccionada en cuero completo con lengüetas de malla y forro con una base gris con superposiciones en rojo oscuro.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Mid Cherrywood Red,1099,,,
Nike,Nike Air Force 1 Low Basketball,,Las zapatillas Nike Air Force 1 Low Basketball cuenta con malla abierta blanca y parte superior de cuero combinada con Swooshes de cuero con textura de baloncesto.,"Mujeres, Mujeres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Low Basketball,930,,,
Nike Sb,Nike Sb Dunk Low Neckface,,Las zapatillas Nike Sb Dunk Low Neckface reúne el Swoosh con el artista de graffiti de Los Ángeles. Sus diseños macabros aparecen en una serie de parches únicos que cubren la parte superior de ante negro.,"Hombres, Hombres > Zapatillas > Nike Sb, Zapatillas > Nike Sb, Novedades, Hombres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike Sb Dunk Low Neckface,1690,,,
Jordan,Air Jordan 4 Retro Midnight Navy,,Las zapatillas Air Jordan 4 Retro Midnight Navy viste la silueta heredada con el mismo bloque de color que se usa en la combinación de colores OG 'Fire Red'.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 4"
,Air Jordan 4 Retro Midnight Navy,1799,,,
Jordan,Air Jordan 1 High Og Court Purple,,Las zapatillas Air Jordan 1 High Og Court Purple es una especie de secuela de la combinación de colores de 2018 que también presentaba los mismos detalles en violeta.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Mujeres, Mujeres > Zapatillas > Nike, Novedades, Hombres > Zapatillas, Mujeres > Zapatillas, Zapatillas","W 10 / M 9, W 10.5 / M 9.5, W 11 / M 10, W 11.5 / M 10.5, W 12 / M 11, W 12.5 / M 11.5, W 13 / M 12, W 5 / M 6, W 9 / M 8, W 9.5 / M 8.5"
,Air Jordan 1 High Og Court Purple,1899,,,
Nike Sb,Nike Sb Dunk Low Skate Like a Girl,,Las zapatillas Nike Sb Dunk Low Skate Like a Girl actualiza la silueta clásica con materiales renovados y diseños personalizados. La parte superior de gamuza combina una base de color crema neutro con superposiciones de color violeta oscuro y un Swoosh escarlata estampado.,"Hombres, Hombres > Zapatillas > Nike Sb, Zapatillas > Nike Sb, Novedades, Hombres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike Sb Dunk Low Skate Like a Girl,1299,,,
Nike Sb,Nike Sb Dunk Low Pro Why So Sad,,Las zapatillas Nike Sb Dunk Low Pro Why So Sad presenta un tema de diseño centrado en la positividad y el bienestar. La parte superior baja luce una parte superior de cuero azul claro con revestimientos de gamuza azul marino y un Swoosh desgastado que se desvanece de Coastal Blue a Speed Yellow.,"Hombres, Hombres > Zapatillas > Nike Sb, Zapatillas > Nike Sb, Novedades, Hombres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike Sb Dunk Low Pro Why So Sad,1450,,,
Jordan,Air Jordan 1 Mid Dusty Blue Suede,,"Las zapatillas Air Jordan 1 Mid Dusty Blue Suede presenta un diseño desteñido que se hace eco del 'Hyper Royal' Jordan 1 High de 2021. Al igual que el modelo anterior, este par luce una parte superior de cuero blanco con superposiciones de gamuza desgastada en un acabado azul desigual.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Mid Dusty Blue Suede,1460,,,
Jordan,Air Jordan 1 Mid Se Obsidian,,"Las zapatillas Air Jordan 1 Mid Se Obsidian viene construida en una combinación de materiales de malla, gamuza, cuero y charol. Los detalles reflectantes de 3M con el número 23 cosido en el Swoosh lateral sobre una entresuela Sail y la suela exterior de caucho Ashen Slate completan el diseño.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Mid Se Obsidian,1270,,,
Nike,Nike Air Max 1 Somos Familia,,Las zapatillas Nike Air Max 1 Somos Familia vestido con una mezcla de tonos Pale Vanilla y Orange haciendo un guiño a la flor de Cempasúchil.,"Mujeres, Mujeres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas",Nike Air Max 1
,Nike Air Max 1 Somos Familia,1299,,,
Jordan,Air Jordan 1 Mid Exploration Unit,,"Las zapatillas Air Jordan 1 Mid Se Obsidian viene construida en una combinación de materiales de malla, gamuza, cuero y charol. Los detalles reflectantes de 3M con el número 23 cosido en el Swoosh lateral sobre una entresuela Sail y la suela exterior de caucho Ashen Slate completan el diseño.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Mid Exploration Unit,1160,,,
Jordan,Air Jordan 1 Mid Wear Away,,"Las zapatillas Air Jordan 1 Mid Wear Away vestido con un esquema de color negro, taxi, blanco y vela. Esta oferta del Air Jordan 1 Mid presenta una base de cuero blanco detallada con superposiciones negras desgastadas después del lavado que revelan un tono naranja debajo.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Mid Wear Away,1070,,,
Jordan,Air Jordan 1 Elevate Low Exploration Unit,,"Las zapatillas Air Jordan 1 Elevate Low Exploration Unit vestido con un esquema de color Sail, Beta Blue, Coconut Cream, Light Smoke y Team Red. Esta versión para mujer del Air Jordan 1 viene confeccionada con una combinación de materiales de cuero, malla, nubuck y gamuza.","Mujeres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Elevate Low Exploration Unit,1299,,,
Adidas,Adidas Yeezy Boost 350 V2 Salt,,"Zapatilla Adidas Yeezy Boost 350 V2 Salt también conocido como 'Jade Ash', actualiza la silueta de estilo de vida con una paleta de colores refrescantes.","Hombres, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Novedades, Zapatillas > Yeezy, Hombres > Zapatillas, Zapatillas","Yeezy, Yeezy 350"
,Adidas Yeezy Boost 350 V2 Salt,1890,,,
Adidas,Adidas Yeezy Boost 350 V2 Slate,,"Zapatilla Adidas Yeezy Boost 350 V2 Slate es una combinación de colores del popular calzado de estilo de vida de Kanye West que rinde homenaje al estilo clásico ""Oreo"" del modelo. A partir de septiembre de 2022, el ""Slate"" invierte el bloque de color negro y tostado del ""Oreo"" Yeezy Boost 350 V2 de 2017.","Hombres, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Novedades, Zapatillas > Yeezy, Hombres > Zapatillas, Zapatillas","Yeezy, Yeezy 350"
,Adidas Yeezy Boost 350 V2 Slate,1880,,,
Nike,Nike ISPA Sense Flyknit Brown,,"Las zapatillas Nike ISPA Sense Flyknit Brown está fabricado con al menos un 20 % de contenido reciclado por peso, inspirándose en los jardines zen.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",
,Nike ISPA Sense Flyknit Brown,1599,,,
Jordan,Air Jordan 1 Low Craft Navy,,"Las zapatillas Air Jordan 1 Mid Se Obsidian viene construida en una combinación de materiales de malla, gamuza, cuero y charol. Los detalles reflectantes de 3M con el número 23 cosido en el Swoosh lateral sobre una entresuela Sail y la suela exterior de caucho Ashen Slate completan el diseño.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Low Craft Navy,1270,,,
Nike,Nike Air Trainer 1 Shima Shima,,"Las zapatillas Nike Air Trainer 1 Shima Shima vestido con un esquema de color Hay, Baroque Brown, Taupe y Varsity Red. Esta oferta de Nike Air Trainer 1 presenta una base de gamuza marrón claro con marrón oscuro en la correa del antepié, Swoosh de cuero y etiquetas en la lengüeta.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",
,Nike Air Trainer 1 Shima Shima,950,,,
Jordan,Air Jordan 1 Low Voodoo,,"Las zapatillas Air Jordan 1 Low Voodoo comparte un tema inspirado en Nueva Orleans con un compañero Zion 2 colorway de junio de 2022. Cordones de cuerda trenzada aseguran la parte superior, con paneles de gamuza beige y una puntera de gamuza marrón.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Low Voodoo,2060,,,
